                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2385,                 2.7358,                 2.6488,                0.93404,                0.77708,                0.84384,                0.47357,                 1.5683,                 1.3292,                 1.7676,             0.00037005,             0.00037005,             0.00037005
